index,Date,Symbol,Open,High,Low,Close,Volume From,Volume To
269,2018-01-20 07-PM,BTCUSD,13039.05,13039.05,12662.17,12730,345.63,4433620.59
268,2018-01-20 08-PM,BTCUSD,12730,12817.83,12600,12796.61,118.97,1511378.96
267,2018-01-20 09-PM,BTCUSD,12796.61,12923.43,12705.12,12900,68.55,877412.86
266,2018-01-20 10-PM,BTCUSD,12900,12951,12793.86,12811,98.4,1266816.75
265,2018-01-20 11-PM,BTCUSD,12811,12811.04,12660,12750.17,134.4,1711546.51
264,2018-01-21 12-AM,BTCUSD,12750.17,12750.17,12300,12301,353.57,4408894.67
263,2018-01-21 01-AM,BTCUSD,12301,12533.48,12277.72,12487,139.43,1733963.13
262,2018-01-21 02-AM,BTCUSD,12487,12600.47,12383.77,12544.22,117.25,1465306.91
261,2018-01-21 03-AM,BTCUSD,12544.22,12627.13,12450,12477.17,107.11,1345021.97
260,2018-01-21 04-AM,BTCUSD,12477.17,12485.17,12205.74,12205.74,205.3,2534020.97
259,2018-01-21 05-AM,BTCUSD,12205.74,12470.33,12030.9,12075,495.98,6040790.87
258,2018-01-21 06-AM,BTCUSD,12075,12180,11883.9,11945,318.21,3822071.61
257,2018-01-21 07-AM,BTCUSD,11945,11945,11650,11899.86,477.39,5639039.28
256,2018-01-21 08-AM,BTCUSD,11899.86,12017,11800,11850.5,246.05,2929410.38
255,2018-01-21 09-AM,BTCUSD,11850.5,11850.5,11600,11653.55,325.58,3809277.31
254,2018-01-21 10-AM,BTCUSD,11653.55,11907.56,11653.55,11778.46,280.24,3302030.19
253,2018-01-21 11-AM,BTCUSD,11778.46,12134.96,11778.46,12134.96,206.67,2480623.58
252,2018-01-21 12-PM,BTCUSD,12134.96,12253.43,11945.43,11946,189.39,2294016.87
251,2018-01-21 01-PM,BTCUSD,11946,12171.68,11922.43,11983.22,184.74,2226550.52
250,2018-01-21 02-PM,BTCUSD,11983.22,12050,11650,11729.93,409.86,4840240.83
249,2018-01-21 03-PM,BTCUSD,11729.93,11872.35,11452.43,11500,399.43,4639354.92
248,2018-01-21 04-PM,BTCUSD,11500,11500,11138,11264.34,616.59,6965248.78
247,2018-01-21 05-PM,BTCUSD,11264.34,11441.4,11124.82,11371,404.32,4559451.91
246,2018-01-21 06-PM,BTCUSD,11371,11463.19,11199,11449,182.3,2060615.16
245,2018-01-21 07-PM,BTCUSD,11449,11590.74,11383.75,11450,183.56,2110797.82
244,2018-01-21 08-PM,BTCUSD,11450,11450,10950,11046.57,283.7,3155895.48
243,2018-01-21 09-PM,BTCUSD,11046.57,11297.52,11046.57,11294,226.07,2527480.83
242,2018-01-21 10-PM,BTCUSD,11294,11450,11143.28,11172,136.18,1537398.04
241,2018-01-21 11-PM,BTCUSD,11172,11521.07,11123.18,11510,119.29,1350395.85
240,2018-01-22 12-AM,BTCUSD,11510,11690,11460.83,11690,135.35,1567772.42
239,2018-01-22 01-AM,BTCUSD,11690,11690.86,11298.72,11395.98,123.79,1417781.62
238,2018-01-22 02-AM,BTCUSD,11395.98,11567.36,11205,11540.66,201.31,2283484.41
237,2018-01-22 03-AM,BTCUSD,11540.66,11559.44,11376.02,11475.08,123.17,1413965.81
236,2018-01-22 04-AM,BTCUSD,11475.08,11772.04,11456.7,11619.86,163.54,1906418.01
235,2018-01-22 05-AM,BTCUSD,11619.86,11628.85,11350,11447.22,94.95,1090288.26
234,2018-01-22 06-AM,BTCUSD,11447.22,11697.8,11392.75,11600.1,197.18,2282338.9
233,2018-01-22 07-AM,BTCUSD,11600.1,11775,11485.11,11724.11,204.15,2383864.9
232,2018-01-22 08-AM,BTCUSD,11724.11,11896.06,11670,11730,427.57,5049087.5
231,2018-01-22 09-AM,BTCUSD,11730,11878.99,11591.98,11739.09,191.72,2254520.11
230,2018-01-22 10-AM,BTCUSD,11739.09,11789.04,11644.35,11720,138.63,1622962.59
229,2018-01-22 11-AM,BTCUSD,11720,11745.07,11250,11276.11,349.92,3996293.43
228,2018-01-22 12-PM,BTCUSD,11276.11,11356.93,11154.39,11296,314.97,3543578.64
227,2018-01-22 01-PM,BTCUSD,11296,11296,10357.84,10605.32,1211.36,12975761.4
226,2018-01-22 02-PM,BTCUSD,10605.32,10837.28,10506.15,10635.78,544.6,5812143.7
225,2018-01-22 03-PM,BTCUSD,10635.78,10703.28,10180,10312.72,499.69,5192611.73
224,2018-01-22 04-PM,BTCUSD,10312.72,10614.66,10278.02,10473.35,338.34,3534800.53
223,2018-01-22 05-PM,BTCUSD,10473.35,10720,10473.35,10548,359.15,3815364.95
222,2018-01-22 06-PM,BTCUSD,10548,10685,10375.71,10400,271.52,2862597.88
221,2018-01-22 07-PM,BTCUSD,10400,10599.47,10280,10576.27,337.48,3517072.88
220,2018-01-22 08-PM,BTCUSD,10576.27,10650,10265,10368,315.23,3297852.92
219,2018-01-22 09-PM,BTCUSD,10368,10419.84,9948,10300,1380.03,13897785.53
218,2018-01-22 10-PM,BTCUSD,10300,10651,10289.59,10645.68,356.85,3732323.78
217,2018-01-22 11-PM,BTCUSD,10645.68,10878,10540.51,10767,272.93,2920963.5
216,2018-01-23 12-AM,BTCUSD,10767,10865,10592,10779.65,195.73,2103819.56
215,2018-01-23 01-AM,BTCUSD,10779.65,10919,10634.84,10640,111.37,1204303.98
214,2018-01-23 02-AM,BTCUSD,10640,10820.31,10624.8,10740,142.66,1527878.01
213,2018-01-23 03-AM,BTCUSD,10740,11000,10740,10839.66,159.92,1743086.73
212,2018-01-23 04-AM,BTCUSD,10839.66,10929.6,10501.64,10560,160.51,1725039.61
211,2018-01-23 05-AM,BTCUSD,10560,10591.45,10260,10291.15,316.54,3283217.61
210,2018-01-23 06-AM,BTCUSD,10291.15,10550,10221,10295.41,228.09,2371558.98
209,2018-01-23 07-AM,BTCUSD,10295.41,10370,10113.49,10219.88,254.71,2605105.19
208,2018-01-23 08-AM,BTCUSD,10219.88,10698.9,10155.34,10650,229.67,2414434.35
207,2018-01-23 09-AM,BTCUSD,10650,10694.3,10399,10418.81,145.4,1532195.86
206,2018-01-23 10-AM,BTCUSD,10418.81,10528.34,10230,10292.47,249.49,2589794.64
205,2018-01-23 11-AM,BTCUSD,10292.47,10398.47,9880,10164.12,534.29,5394271.68
204,2018-01-23 12-PM,BTCUSD,10164.12,10440.74,10011.86,10200.1,243.9,2490646.03
203,2018-01-23 01-PM,BTCUSD,10200.1,10432.52,10114,10276.22,260.46,2672351.25
202,2018-01-23 02-PM,BTCUSD,10276.22,10499,10200,10458.41,472.95,4895267.32
201,2018-01-23 03-PM,BTCUSD,10458.41,10800,10400.41,10772.4,395.62,4203243.5
200,2018-01-23 04-PM,BTCUSD,10772.4,11400,10745,11327,1146.58,12723359.27
199,2018-01-23 05-PM,BTCUSD,11327,11366.67,11080,11170,403.23,4510479.68
198,2018-01-23 06-PM,BTCUSD,11170,11366.67,11122.99,11225.99,211.75,2381503.49
197,2018-01-23 07-PM,BTCUSD,11225.99,11239.45,10929,11000.56,281.03,3108560.97
196,2018-01-23 08-PM,BTCUSD,11000.56,11195.56,10877.97,11150,222,2442651.42
195,2018-01-23 09-PM,BTCUSD,11150,11158.41,10904.33,10970,164.59,1810987.97
194,2018-01-23 10-PM,BTCUSD,10970,11173.86,10951,11036.53,89.86,996406.4
193,2018-01-23 11-PM,BTCUSD,11036.53,11065.05,10735.4,10807.77,151.89,1651205.79
192,2018-01-24 12-AM,BTCUSD,10807.77,10910,10501,10575,275.38,2942362.71
191,2018-01-24 01-AM,BTCUSD,10575,10810,10520,10560,126.94,1357459.14
190,2018-01-24 02-AM,BTCUSD,10560,10743.04,10519.75,10715.87,121.13,1289567.3
189,2018-01-24 03-AM,BTCUSD,10715.87,10869.83,10650,10769.56,113.87,1229848.03
188,2018-01-24 04-AM,BTCUSD,10769.56,10812.38,10350,10626.28,223.76,2354987.56
187,2018-01-24 05-AM,BTCUSD,10626.28,10747,10538.06,10643.36,85.11,908019.63
186,2018-01-24 06-AM,BTCUSD,10643.36,11023.53,10519.8,10939,222.96,2415731.86
185,2018-01-24 07-AM,BTCUSD,10939,11095.83,10860.82,10956,181.82,1995818.12
184,2018-01-24 08-AM,BTCUSD,10956,11017,10806.91,10851,135.41,1481343.33
183,2018-01-24 09-AM,BTCUSD,10851,11020,10749.96,11019.22,101.59,1101269.15
182,2018-01-24 10-AM,BTCUSD,11019.22,11213.84,10900,11016.65,179.46,1982520.46
181,2018-01-24 11-AM,BTCUSD,11016.65,11170.37,10900,11014.4,254.65,2806278.01
180,2018-01-24 12-PM,BTCUSD,11014.4,11430.58,10949.4,11300.04,461.79,5193568.38
179,2018-01-24 01-PM,BTCUSD,11300.04,11380,11199.04,11318.64,318.36,3592368.96
178,2018-01-24 02-PM,BTCUSD,11318.64,11516.8,11245,11310,422.82,4809568.44
177,2018-01-24 03-PM,BTCUSD,11310,11320.56,11048.78,11050.4,285.55,3196187.66
176,2018-01-24 04-PM,BTCUSD,11050.4,11106.19,10944.35,11050,222.97,2460228.25
175,2018-01-24 05-PM,BTCUSD,11050,11126.12,10880,11126.12,186.7,2051906.95
174,2018-01-24 06-PM,BTCUSD,11126.12,11180.65,11000,11029.15,179.03,1987496.07
173,2018-01-24 07-PM,BTCUSD,11029.15,11247,11001.26,11232.87,201.08,2243467.52
172,2018-01-24 08-PM,BTCUSD,11232.87,11250.15,11074.1,11138,159.88,1790912.62
171,2018-01-24 09-PM,BTCUSD,11138,11326.63,11137.92,11213.91,123.99,1394093.8
170,2018-01-24 10-PM,BTCUSD,11213.91,11255,11077.06,11100.92,115.97,1291356.89
169,2018-01-24 11-PM,BTCUSD,11100.92,11402,11079.71,11388.8,137.36,1540647.02
168,2018-01-25 12-AM,BTCUSD,11388.8,11427.35,11258.74,11270,137.05,1554980.74
167,2018-01-25 01-AM,BTCUSD,11270,11467.43,11270,11398.13,122.67,1396503.34
166,2018-01-25 02-AM,BTCUSD,11398.13,11620,11322.65,11558.84,172.17,1979711.08
165,2018-01-25 03-AM,BTCUSD,11558.84,11722.65,11480.65,11635,177.46,2061173.29
164,2018-01-25 04-AM,BTCUSD,11635,11635,11353.4,11456,190.91,2197498.48
163,2018-01-25 05-AM,BTCUSD,11456,11583.66,11421.03,11568,98.18,1130834.47
162,2018-01-25 06-AM,BTCUSD,11568,11625.18,11432.55,11434.51,152.09,1755387.43
161,2018-01-25 07-AM,BTCUSD,11434.51,11547.28,11375,11422.49,105.15,1205299.09
160,2018-01-25 08-AM,BTCUSD,11422.49,11439.63,11220,11297.77,203.12,2297502.63
159,2018-01-25 09-AM,BTCUSD,11297.77,11334.55,11120,11334,165.55,1858334.25
158,2018-01-25 10-AM,BTCUSD,11334,11417.25,11271,11305.66,108.64,1232296.1
157,2018-01-25 11-AM,BTCUSD,11305.66,11377.71,11150.93,11169,119.64,1348829.02
156,2018-01-25 12-PM,BTCUSD,11169,11235.56,11032.9,11033.86,276.67,3072460.83
155,2018-01-25 01-PM,BTCUSD,11033.86,11291.75,11033.86,11229,176.5,1966545.56
154,2018-01-25 02-PM,BTCUSD,11229,11288.69,11170,11193.89,88.15,989888.34
153,2018-01-25 03-PM,BTCUSD,11193.89,11199.13,10921,10970,237.55,2625559.46
152,2018-01-25 04-PM,BTCUSD,10970,11133.16,10900.75,10900.75,151.61,1672388.7
151,2018-01-25 05-PM,BTCUSD,10900.75,11000,10890,11000,313.49,3429162.37
150,2018-01-25 06-PM,BTCUSD,11000,11280.5,10929.52,11274,283.33,3164688.25
149,2018-01-25 07-PM,BTCUSD,11274,11304.08,11200,11227.97,98.91,1110273.35
148,2018-01-25 08-PM,BTCUSD,11227.97,11372,11204.67,11252,137.53,1554811.07
